ym,port,history_n,scenario,empty_in,empty_out,full_in,full_out,throughput,empty_net,empty_total_flow,full_total_flow,empty_share,net_pressure_raw,export_pull,roll3_empty_net,cum_empty_net,roll3_pressure_raw,positive_net_streak,pressure_flow_raw,pressure_net_raw,pressure_roll_raw,pressure_index,enough_history,high_pressure_cut,pressure_status
202501,高雄港,1,roc_up_1,68252,54612,377368,305842,780706.5,13640,122864,683210,0.1573754029203036,0.01747135447187899,0.39175029284372553,13640,13640,0.01747135447187899,1,0.08742337869609129,0.017471354471878996,0.017471354471878996,0,FALSE,0,非高壓力港
202502,高雄港,2,roc_up_1,71397,44013,333046,277184,693319.75,27384,115410,610230,0.16645999194455371,0.03949692764413533,0.39979244785685103,20512,41024,0.02848414105800716,2,0.10297845979434453,0.039496927644135336,0.029585194998411626,1,FALSE,1,非高壓力港
202503,高雄港,3,roc_up_1,81063,55625,399283,293156,791883.25,25438,136688,692439,0.17261130349707485,0.03212342223427506,0.37020103657957154,22154,66462,0.02969723478342979,3,0.10236736286567497,0.03212342223427506,0.0279763462606388,0.5,TRUE,0.5,高壓力港
202504,高雄港,4,roc_up_1,74523,53541,366749,279789,736143,20982,128064,646538,0.17396619950199893,0.02850261430184081,0.3800742518776922,24601.333333333332,87444,0.03337432139341707,4,0.10123440690191987,0.028502614301840812,0.03341923149895242,0.4066666666666666,TRUE,0.7866666666666666,非高壓力港
202505,高雄港,5,roc_up_1,69228,42346,390485,297912,760686.5,26882,111574,688397,0.14667540438801005,0.0353391311663872,0.3916357132668977,24434,114326,0.03198838923416769,5,0.09100726777719863,0.035339131166387205,0.032120985451956886,0.625,TRUE,0.625,高壓力港
202506,高雄港,6,roc_up_1,66615,55743,388171,305025,754069,10872,122358,693196,0.16226366552662952,0.01441777874438546,0.4045054232437615,19578.666666666668,125198,0.02608650807087115,6,0.08834072213550749,0.01441777874438546,0.025964025396438082,0.07200000000000001,TRUE,0.15,非高壓力港
202507,高雄港,7,roc_up_1,67092,52806,387078,292485,731295.5,14286,119898,679563,0.16395287541082915,0.01953519473318241,0.39995460111541775,17346.666666666668,139484,0.02309736821465169,7,0.09174403507200578,0.019535194733182413,0.023720461382117992,0.35666666666666663,TRUE,0.35666666666666663,高壓力港
202508,高雄港,8,roc_up_1,70142,57855,387439,289330,762628,12287,127997,676769,0.1678367434712599,0.01611139375947382,0.3793854933204656,12481.666666666666,151771,0.01668812241234723,8,0.09197406861536686,0.01611139375947382,0.016366651456105292,0.23428571428571426,TRUE,0.23428571428571426,高壓力港
202509,高雄港,9,roc_up_1,63211,54976,363063,243335,695856.25,8235,118187,606398,0.16984398717407512,0.01183434078518372,0.34969147722679794,11602.666666666666,160006,0.01582697642594665,9,0.09083916397962942,0.011834340785183722,0.016673941876165756,0.07625,TRUE,0.555,非高壓力港
202510,高雄港,10,roc_up_1,68373,48556,359132,264526,704490.25,19817,116929,623658,0.1659767470167259,0.02812955892576228,0.3754856791843464,13446.333333333334,179823,0.01869176449013994,10,0.0970531529712441,0.02812955892576228,0.019086613808116343,0.5588888888888889,TRUE,0.48444444444444446,高壓力港
202511,高雄港,11,roc_up_1,50592,49338,359557,261664,697826.25,1254,99930,621221,0.14320183570050568,0.00179700892593249,0.37497013045869226,9768.666666666666,181077,0.01392030287895949,11,0.07249942231321908,0.001797008925932494,0.013998709086490608,0,TRUE,0.503,非高壓力港
202512,高雄港,12,roc_up_1,61529,59552,417202,283437,776950.5,1977,121081,700639,0.15584133094708091,0.0025445636498078,0.36480702438572343,7682.666666666666,183054,0.01082371050050085,12,0.07919294729844437,0.002544563649807806,0.009888231832873092,0.0809090909090909,TRUE,0.29272727272727267,非高壓力港
202501,基隆港,1,roc_up_2,1339,38704,81209,18122,128813.75,-37365,40043,99331,0.3108596714248285,-0.29006996535695917,0.1406837391194651,-37365,-37365,-0.29006996535695917,0,0.010394853033934654,0,0,0,FALSE,0,非高壓力港
202502,基隆港,2,roc_up_2,1671,20761,68084,19435,104992.75,-19090,22432,87519,0.21365284745851496,-0.1818220781911132,0.18510801936324175,-28227.5,-56455,-0.23594602177403615,0,0.0159153846337009,0,0,0.23,FALSE,1,非高壓力港
202503,基隆港,3,roc_up_2,2840,32596,91951,21451,136081.75,-29756,35436,113402,0.26040229494403183,-0.2186626788676659,0.1576331874038951,-28737,-86211,-0.23018490747191275,0,0.02086980803818293,0,0,0.23,TRUE,0.5,非高壓力港
202504,基隆港,4,roc_up_2,1860,29504,89606,23537,139028.75,-27644,31364,113143,0.2255936272173921,-0.19883657157242657,0.16929591900955737,-25496.666666666668,-113855,-0.1997737762104019,0,0.01337852782248276,0,0,0.07666666666666666,TRUE,0.7766666666666666,非高壓力港
202505,基隆港,5,roc_up_2,2999,34319,87370,20645,141255.5,-31320,37318,108015,0.2641879431243385,-0.22172587970025945,0.14615360109871828,-29573.333333333332,-145175,-0.21307504338011732,0,0.021231031712039532,0,0,0.23,TRUE,0.635,非高壓力港
202506,基隆港,6,roc_up_2,2296,30873,87276,22312,136769.5,-28577,33169,109588,0.2425175203535876,-0.2089427832959834,0.163135786853063,-29180.333333333332,-173752,-0.2098350781895565,0,0.01678736852880211,0,0,0.138,TRUE,0.138,非高壓力港
202507,基隆港,7,roc_up_2,1380,30250,86974,20893,135946.75,-28870,31630,107867,0.23266462787819495,-0.21236256107630375,0.15368517452605523,-29589,-202622,-0.21434374135751552,0,0.010151033400945591,0,0,0,TRUE,0.355,非高壓力港
202508,基隆港,8,roc_up_2,2430,33095,90360,22389,139112,-30665,35525,112749,0.25536977399505434,-0.22043389499108632,0.16094226234976133,-29370.666666666668,-233287,-0.21391307978779112,0,0.01746793950198401,0,0,0.16428571428571428,TRUE,0.22714285714285715,非高壓力港
202509,基隆港,9,roc_up_2,2329,35041,93011,18848,134993,-32712,37370,111859,0.2768291689198699,-0.24232367604246147,0.1396220544768988,-30749,-265999,-0.2250400440366172,0,0.01725274643870423,0,0,0.14375000000000002,TRUE,0.55,非高壓力港
202510,基隆港,10,roc_up_2,2527,26836,75672,19630,124129.75,-24309,29363,95302,0.23655086713700785,-0.19583540609724903,0.15814097748525233,-29228.666666666668,-290308,-0.21953099237693227,0,0.0203577305198794,0,0,0.1788888888888889,TRUE,0.49000000000000005,非高壓力港
202511,基隆港,11,roc_up_2,1350,26356,87131,16632,136588.25,-25006,27706,103763,0.20284321674814632,-0.18307577701595856,0.12176742875027684,-27342.333333333332,-315314,-0.20707828638522305,0,0.009883719866093899,0,0,0,TRUE,0.511,非高壓力港
202512,基隆港,12,roc_up_2,1272,26359,99956,18600,145851.5,-25087,27631,118556,0.18944611471256723,-0.17200371610850762,0.1275269709259075,-24800.666666666668,-340401,-0.18363829974057175,0,0.008721199302029805,0,0,0,TRUE,0.28363636363636363,非高壓力港
202501,安平港,1,roc_up_2,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,非高壓力港
202502,安平港,2,roc_up_2,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,非高壓力港
202503,安平港,3,roc_up_2,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.5,非高壓力港
202504,安平港,4,roc_up_2,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.7766666666666666,非高壓力港
202505,安平港,5,roc_up_2,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.635,非高壓力港
202506,安平港,6,roc_up_2,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.138,非高壓力港
202507,安平港,7,roc_up_2,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.355,非高壓力港
202508,安平港,8,roc_up_2,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.22714285714285715,非高壓力港
202509,安平港,9,roc_up_2,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.55,非高壓力港
202510,安平港,10,roc_up_2,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.49000000000000005,非高壓力港
202511,安平港,11,roc_up_2,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.511,非高壓力港
202512,安平港,12,roc_up_2,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.28363636363636363,非高壓力港
202501,臺中港,1,roc_up_2,11295,9012,80832,40216,129085,2283,20307,121048,0.15731494751520317,0.01768602083898206,0.3115466553046442,2283,2283,0.01768602083898206,1,0.08750048417709261,0.017686020838982065,0.017686020838982065,0,FALSE,0,非高壓力港
202502,臺中港,2,roc_up_2,6222,5935,64518,43731,108321.75,287,12157,108249,0.11223046156473654,0.00264951406342678,0.4037139355669568,1285,2570,0.01016776745120442,2,0.05743998781408166,0.0026495140634267816,0.011862806869349877,0,FALSE,1,非高壓力港
202503,臺中港,3,roc_up_2,10585,6574,83661,51097,140307.75,4011,17159,134758,0.12229545410000515,0.02858715929804305,0.3641780300803056,2193.6666666666665,6581,0.01630756473348396,3,0.07544130669902412,0.028587159298043053,0.015634679243781376,0.8350000000000001,TRUE,0.5,高壓力港
202504,臺中港,4,roc_up_2,14514,8551,79471,52098,134071.5,5963,23065,131569,0.17203507083906722,0.04447626825984643,0.38858370347165505,3420.3333333333335,12544,0.02523764720710541,4,0.10825566954945683,0.04447626825984643,0.025511263268728504,1,TRUE,0.7766666666666666,高壓力港
202505,臺中港,5,roc_up_2,15646,10150,89576,52361,143425.5,5496,25796,141937,0.17985644114888916,0.03831954568748235,0.36507455089924734,5156.666666666667,18040,0.03712765774845728,5,0.10908799341818574,0.03831954568748235,0.03595362516893207,0.8325,TRUE,0.635,高壓力港
202506,臺中港,6,roc_up_2,11980,7530,81090,53586,139288.5,4450,19510,134676,0.14006899349192503,0.03194807898713821,0.384712305753885,5303,22490,0.038247964311489,6,0.08600853623953161,0.03194807898713821,0.03807205907163908,0.5940000000000001,TRUE,0.138,高壓力港
202507,臺中港,7,roc_up_2,13488,6619,80136,48288,129173.25,6869,20107,128424,0.1556591631781348,0.0531766445452135,0.37382352770407185,5605,29359,0.04114808973994469,7,0.10441790386167414,0.0531766445452135,0.043391336828639056,0.9233333333333333,TRUE,0.355,高壓力港
202508,臺中港,8,roc_up_2,13444,7876,90881,51132,139444,5568,21320,142013,0.15289291758698834,0.0399300077450446,0.366684834055248,5629,34927,0.04168491042579877,8,0.09641146266601647,0.039930007745044606,0.04036745933851582,0.6957142857142857,TRUE,0.22714285714285715,高壓力港
202509,臺中港,9,roc_up_2,11343,6864,84933,45220,126648.75,4479,18207,130153,0.14375980813075534,0.03536552867675362,0.3570505038541636,5638.666666666667,39406,0.04282406032233724,9,0.08956266840375447,0.03536552867675362,0.04452208700572779,0.55,TRUE,0.55,高壓力港
202510,臺中港,10,roc_up_2,10016,5511,80123,45046,124361.5,4505,15527,125169,0.12485375297017164,0.03622503749150661,0.36221821061984616,4850.666666666667,43911,0.03717352463776827,10,0.08053939523083913,0.036225037491506615,0.03900456867010021,0.49000000000000005,TRUE,0.49000000000000005,高壓力港
202511,臺中港,11,roc_up_2,10475,5543,86134,43059,129488.5,4932,16018,129193,0.12370210482011916,0.03808832444580021,0.33253146032273134,4638.666666666667,48843,0.03655963020468681,11,0.08089521463295968,0.03808832444580021,0.03582300101295997,0.511,TRUE,0.511,高壓力港
202512,臺中港,12,roc_up_2,12988,10055,96048,53118,147130.25,2933,23043,149166,0.1566163314478158,0.01993471770760941,0.3610270491622219,4123.333333333333,51776,0.03141602654830541,12,0.08827552457771261,0.019934717707609413,0.028025054897502948,0.28363636363636363,TRUE,0.28363636363636363,高壓力港
202501,臺北港,1,roc_up_2,2741,6723,65885,51689,117935,-3982,9464,117574,0.08024759401365159,-0.03376436172467885,0.4382838003985246,-3982,-3982,-0.03376436172467885,0,0.02324161614448637,0,0,0,FALSE,0,非高壓力港
202502,臺北港,2,roc_up_2,8091,3290,62585,45740,100157.25,4801,11381,108325,0.11363131475754376,0.04793462280563813,0.4566818677629428,409.5,819,0.00708513054047963,1,0.08078296878159094,0.047934622805638136,0.004088570722538808,1,FALSE,1,非高壓力港
202503,臺北港,3,roc_up_2,3757,6981,76463,59820,131944.25,-3224,10738,136283,0.0813828567747363,-0.02443456232461816,0.45337329970802065,-801.6666666666666,-2405,-0.00342143374788629,0,0.028474147225059067,0,0,0.115,TRUE,0.5,非高壓力港
202504,臺北港,4,roc_up_2,11784,7100,74748,54160,120731.25,4684,18884,128908,0.15641352176839057,0.03879691463477765,0.4485996790391883,2087,2279,0.02076565837193254,1,0.09760521820158409,0.038796914634777656,0.017286328104778176,0.7766666666666666,TRUE,0.7766666666666666,高壓力港
202505,臺北港,5,roc_up_2,6801,8814,83855,53083,130724.75,-2013,15615,136938,0.11944945390983729,-0.01539876725715673,0.40606694600678145,-184.33333333333343,266,-3.454716489990813e-4,0,0.05202534332634027,0,0,0.115,TRUE,0.635,非高壓力港
202506,臺北港,6,roc_up_2,5152,7865,79202,57164,129791.5,-2713,13017,136366,0.10029162156227488,-0.02090275557336189,0.4404294580153554,-14,-2447,8.317972680863423e-4,0,0.03969443299445649,0,0,0.09200000000000001,TRUE,0.138,非高壓力港
202507,臺北港,7,roc_up_2,4324,8554,70167,52201,123743.75,-4230,12878,122368,0.10406990252032931,-0.03418354462346583,0.42184756805899287,-2985.3333333333335,-6677,-0.02349502248466148,0,0.03494317894843174,0,0,0.07666666666666666,TRUE,0.355,非高壓力港
202508,臺北港,8,roc_up_2,3206,6951,72494,54714,117768.5,-3745,10157,127208,0.0862454731103818,-0.03179967478570246,0.46458942756339766,-3562.6666666666665,-10422,-0.02896199166084339,0,0.027222899162339675,0,0,0.032857142857142856,TRUE,0.22714285714285715,非高壓力港
202509,臺北港,9,roc_up_2,7833,4980,72964,44288,107584.75,2853,12813,117252,0.11909680507692771,0.02651862833719463,0.4116568565712148,-1707.3333333333337,-7569,-0.01315486369065788,1,0.07280771670706118,0.02651862833719463,0,0.675,TRUE,0.55,非高壓力港
202510,臺北港,10,roc_up_2,4013,4440,64311,51154,113001,-427,8453,115465,0.07480464774648012,-0.00377872762187945,0.4526862594136335,-439.6666666666668,-7996,-0.00301992469012909,0,0.035512960062300335,0,0,0.10222222222222221,TRUE,0.49000000000000005,非高壓力港
202511,臺北港,11,roc_up_2,7765,3736,68329,52743,121710.5,4029,11501,121072,0.0944947231339942,0.03310314229257131,0.4333479855887537,2151.6666666666665,-3967,0.01861434766929549,1,0.06379893271328275,0.03310314229257131,0.017678562380950422,0.797,TRUE,0.511,高壓力港
202512,臺北港,12,roc_up_2,8930,5130,84355,61543,148565.25,3800,14060,145898,0.0946385510743596,0.02557798677685394,0.4142489579494532,2467.3333333333335,-167,0.01830080048251526,2,0.060108268925606764,0.025577986776853943,0.016607741940550255,0.6545454545454545,TRUE,0.28363636363636363,高壓力港
202501,高雄港,1,roc_up_2,68252,54612,377368,305842,780706.5,13640,122864,683210,0.1573754029203036,0.01747135447187899,0.39175029284372553,13640,13640,0.01747135447187899,1,0.08742337869609129,0.017471354471878996,0.017471354471878996,0,FALSE,0,非高壓力港
202502,高雄港,2,roc_up_2,71397,44013,333046,277184,693319.75,27384,115410,610230,0.16645999194455371,0.03949692764413533,0.39979244785685103,20512,41024,0.02848414105800716,2,0.10297845979434453,0.039496927644135336,0.029585194998411626,1,FALSE,1,非高壓力港
202503,高雄港,3,roc_up_2,81063,55625,399283,293156,791883.25,25438,136688,692439,0.17261130349707485,0.03212342223427506,0.37020103657957154,22154,66462,0.02969723478342979,3,0.10236736286567497,0.03212342223427506,0.0279763462606388,0.5,TRUE,0.5,高壓力港
202504,高雄港,4,roc_up_2,74523,53541,366749,279789,736143,20982,128064,646538,0.17396619950199893,0.02850261430184081,0.3800742518776922,24601.333333333332,87444,0.03337432139341707,4,0.10123440690191987,0.028502614301840812,0.03341923149895242,0.4,TRUE,0.7766666666666666,非高壓力港
202505,高雄港,5,roc_up_2,69228,42346,390485,297912,760686.5,26882,111574,688397,0.14667540438801005,0.0353391311663872,0.3916357132668977,24434,114326,0.03198838923416769,5,0.09100726777719863,0.035339131166387205,0.032120985451956886,0.635,TRUE,0.635,高壓力港
202506,高雄港,6,roc_up_2,66615,55743,388171,305025,754069,10872,122358,693196,0.16226366552662952,0.01441777874438546,0.4045054232437615,19578.666666666668,125198,0.02608650807087115,6,0.08834072213550749,0.01441777874438546,0.025964025396438082,0.066,TRUE,0.138,非高壓力港
202507,高雄港,7,roc_up_2,67092,52806,387078,292485,731295.5,14286,119898,679563,0.16395287541082915,0.01953519473318241,0.39995460111541775,17346.666666666668,139484,0.02309736821465169,7,0.09174403507200578,0.019535194733182413,0.023720461382117992,0.355,TRUE,0.355,高壓力港
202508,高雄港,8,roc_up_2,70142,57855,387439,289330,762628,12287,127997,676769,0.1678367434712599,0.01611139375947382,0.3793854933204656,12481.666666666666,151771,0.01668812241234723,8,0.09197406861536686,0.01611139375947382,0.016366651456105292,0.22714285714285715,TRUE,0.22714285714285715,高壓力港
202509,高雄港,9,roc_up_2,63211,54976,363063,243335,695856.25,8235,118187,606398,0.16984398717407512,0.01183434078518372,0.34969147722679794,11602.666666666666,160006,0.01582697642594665,9,0.09083916397962942,0.011834340785183722,0.016673941876165756,0.07,TRUE,0.55,非高壓力港
202510,高雄港,10,roc_up_2,68373,48556,359132,264526,704490.25,19817,116929,623658,0.1659767470167259,0.02812955892576228,0.3754856791843464,13446.333333333334,179823,0.01869176449013994,10,0.0970531529712441,0.02812955892576228,0.019086613808116343,0.5588888888888889,TRUE,0.49000000000000005,高壓力港
202511,高雄港,11,roc_up_2,50592,49338,359557,261664,697826.25,1254,99930,621221,0.14320183570050568,0.00179700892593249,0.37497013045869226,9768.666666666666,181077,0.01392030287895949,11,0.07249942231321908,0.001797008925932494,0.013998709086490608,0,TRUE,0.511,非高壓力港
202512,高雄港,12,roc_up_2,61529,59552,417202,283437,776950.5,1977,121081,700639,0.15584133094708091,0.0025445636498078,0.36480702438572343,7682.666666666666,183054,0.01082371050050085,12,0.07919294729844437,0.002544563649807806,0.009888231832873092,0.08181818181818182,TRUE,0.28363636363636363,非高壓力港
202501,基隆港,1,roc_up_3,1339,38704,81209,18122,128813.75,-37365,40043,99331,0.3108596714248285,-0.29006996535695917,0.1406837391194651,-37365,-37365,-0.29006996535695917,0,0.010394853033934654,0,0,0,FALSE,0,非高壓力港
202502,基隆港,2,roc_up_3,1671,20761,68084,19435,104992.75,-19090,22432,87519,0.21365284745851496,-0.1818220781911132,0.18510801936324175,-28227.5,-56455,-0.23594602177403615,0,0.0159153846337009,0,0,0.21,FALSE,0.9999999999999999,非高壓力港
202503,基隆港,3,roc_up_3,2840,32596,91951,21451,136081.75,-29756,35436,113402,0.26040229494403183,-0.2186626788676659,0.1576331874038951,-28737,-86211,-0.23018490747191275,0,0.02086980803818293,0,0,0.21,TRUE,0.49999999999999994,非高壓力港
202504,基隆港,4,roc_up_3,1860,29504,89606,23537,139028.75,-27644,31364,113143,0.2255936272173921,-0.19883657157242657,0.16929591900955737,-25496.666666666668,-113855,-0.1997737762104019,0,0.01337852782248276,0,0,0.06999999999999999,TRUE,0.7666666666666666,非高壓力港
202505,基隆港,5,roc_up_3,2999,34319,87370,20645,141255.5,-31320,37318,108015,0.2641879431243385,-0.22172587970025945,0.14615360109871828,-29573.333333333332,-145175,-0.21307504338011732,0,0.021231031712039532,0,0,0.21,TRUE,0.6449999999999999,非高壓力港
